timestamp,open,high,low,close,volume
2026-08-03T09:15:00+05:30,768.0,857.35,765.0,842.9,3218
2026-08-03T09:16:00+05:30,844.95,858.0,840.0,855.5,1482
2026-08-03T09:17:00+05:30,855.0,863.4,835.05,835.8,1211
2026-08-03T09:18:00+05:30,839.05,858.1,838.6,846.25,1016
2026-08-03T09:19:00+05:30,843.65,852.6,838.0,852.15,807
2026-08-03T09:20:00+05:30,852.45,860.0,838.0,839.1,1230
2026-08-03T09:21:00+05:30,840.0,850.0,828.0,846.3,737
2026-08-03T09:22:00+05:30,845.35,850.0,840.0,840.0,394
2026-08-03T09:23:00+05:30,842.0,847.05,832.25,843.8,498
2026-08-03T09:24:00+05:30,841.25,850.0,836.4,850.0,357
2026-08-03T09:25:00+05:30,847.6,860.0,845.1,858.6,743
2026-08-03T09:26:00+05:30,858.9,863.85,857.1,862.3,752
2026-08-03T09:27:00+05:30,860.45,864.9,856.5,856.5,484
2026-08-03T09:28:00+05:30,858.0,860.05,850.45,852.1,410
2026-08-03T09:29:00+05:30,852.1,865.0,851.4,863.05,517
2026-08-03T09:30:00+05:30,863.35,872.0,861.5,868.7,885
2026-08-03T09:31:00+05:30,867.7,869.95,858.0,863.9,542
2026-08-03T09:32:00+05:30,865.1,874.8,861.0,874.8,504
2026-08-03T09:33:00+05:30,872.1,875.0,866.95,867.15,444
2026-08-03T09:34:00+05:30,865.7,874.0,863.0,871.95,202
2026-08-03T09:35:00+05:30,874.0,883.0,872.0,878.3,718
2026-08-03T09:36:00+05:30,879.75,900.0,879.6,887.7,1200
2026-08-03T09:37:00+05:30,890.05,910.0,887.4,903.35,860
2026-08-03T09:38:00+05:30,903.4,916.95,893.9,912.45,838
2026-08-03T09:39:00+05:30,912.5,924.95,912.3,920.7,732
2026-08-03T09:40:00+05:30,922.35,927.8,920.0,922.75,588
2026-08-03T09:41:00+05:30,920.25,939.0,920.0,939.0,762
2026-08-03T09:42:00+05:30,939.0,950.0,937.7,944.2,1019
2026-08-03T09:43:00+05:30,944.15,950.0,933.35,943.6,495
2026-08-03T09:44:00+05:30,945.05,960.0,940.0,956.0,855
2026-08-03T09:45:00+05:30,955.85,962.0,951.05,955.1,376
2026-08-03T09:46:00+05:30,955.1,970.0,952.0,969.05,635
2026-08-03T09:47:00+05:30,968.8,970.0,953.15,964.55,458
2026-08-03T09:48:00+05:30,965.0,967.0,957.0,957.0,294
2026-08-03T09:49:00+05:30,957.0,960.0,941.8,944.85,318
2026-08-03T09:50:00+05:30,945.0,958.0,943.8,958.0,139
2026-08-03T09:51:00+05:30,956.35,967.0,955.55,956.4,301
2026-08-03T09:52:00+05:30,956.7,974.85,956.7,974.85,450
2026-08-03T09:53:00+05:30,972.55,979.0,968.95,976.95,263
2026-08-03T09:54:00+05:30,977.2,982.0,975.0,977.8,228
2026-08-03T09:55:00+05:30,980.0,991.0,980.0,986.4,348
2026-08-03T09:56:00+05:30,987.9,988.85,980.0,988.85,133
2026-08-03T09:57:00+05:30,987.0,997.8,986.15,986.25,266
2026-08-03T09:58:00+05:30,987.35,995.0,983.0,994.8,102
2026-08-03T09:59:00+05:30,990.8,995.0,983.05,984.95,180
2026-08-03T10:00:00+05:30,984.25,984.95,965.4,979.55,333
2026-08-03T10:01:00+05:30,978.5,987.7,975.0,975.2,213
2026-08-03T10:02:00+05:30,978.65,978.7,961.7,961.9,239
2026-08-03T10:03:00+05:30,963.05,977.45,960.0,975.55,287
2026-08-03T10:04:00+05:30,975.0,992.7,971.0,992.7,171
2026-08-03T10:05:00+05:30,989.65,995.0,989.2,994.95,243
2026-08-03T10:06:00+05:30,994.8,998.0,980.0,980.0,240
2026-08-03T10:07:00+05:30,980.0,986.8,976.95,982.95,146
2026-08-03T10:08:00+05:30,982.7,987.45,970.0,972.45,114
2026-08-03T10:09:00+05:30,972.0,983.3,965.0,983.3,159
